,text,state,date,star,hp_data
0,"This ac have big issue, when you turn on the ac noise is coming before cooling and services not providing well form samsung customer support. Cooling is best but service not good😡😡","Certified Buyer, Udgir",1 month ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
1,"3rd class ac..
Air flow quality very poor","Certified Buyer, Durg",2 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
2,The product is very bad its not cooling the specification is its work without steplizer but it not the service of samsung is badd they are not reply for my problem that i have raised from last 3-4 days,"Certified Buyer, Pataudi",2 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
3,Not too good it consume 1 unit in half and hour not energy saver ..ai mode not working properly not so good response..too power consume in compare to non inverter ac ..i did not like that .cooling not good,"Certified Buyer, Ganaur",2 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
4,"One of the worst ACs is never buy Samsung AC. Always go for Daikin and LG.

Takes too much time to start cooling and does not cool the air just run the fan.","Certified Buyer, Badlapur",2 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
5,Bad seller Dont buy it,"Certified Buyer, Erode",3 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
6,Waste of money no cooling,"Certified Buyer, Bhokardan",3 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
7,Very bad product don't buy it because the comp... Is very noise and Hamming sound coming I unable to used it because the sound coming from outdoor unit it terrible,"Certified Buyer, Durgapur",3 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
8,"Too much noise from the machine not installed properly .
Need to return the product or pls arrange the technical team and fix the problem
I do have same Samsung brand Ac almost one year old but runs so smooth and no noise from the machine","Certified Buyer, Surat",3 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
9,"Features and Design is good, Only problem is noise level from outdoor unit is very very high you will feel like you are in some factory.","Certified Buyer, Latur",3 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
10,Samsung AC is not cooling,"Certified Buyer, Mahnar Bazar",4 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
11,"Worst decision ever to buy this ac. Its been hardly 2 months. No cooling at all. Already reached out twice to get a service. They answer the phone but didn't come for service.

Water drops coming out of ac. New sound coming everytime. Damm its a garbage. Why did i buy it.","Certified Buyer, Bengaluru",4 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
12,defective product,"Certified Buyer, Hyderabad",4 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
13,Cooling 0% not good don't buy... buy to LG or other brands..,"Certified Buyer, Bijnor District",4 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
14,Dont buy the product. Waste of money. The ac is not windfree. This is a big scam.,"Certified Buyer, Hyderabad",4 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
15,"Heavy noise and Colling also very low.
Flipkart was cheating to customers.
When order the product showing with full features,when we received and after installation there is no features as shown in Flipkart application.
Very very bad.","Certified Buyer, Hyderabad",4 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
16,Worst 👎,"Certified Buyer, Eluru",4 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
17,very poor and bad respect,"Certified Buyer, Siddipet",4 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
18,Cooling not satisfied in other brands,"Certified Buyer, Southern Division",5 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
19,Plz dont buy this model not getting cooling and return also cant possible no replacement also ? Samsung service center saying lot of new storys so plz dont waste ur money better go LG A/C than ur wish...,"Certified Buyer, Tiruppur",5 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
20,Not even in 6 months this AC is not working at 16 degree. Cooling is not working,"Certified Buyer, Bhubaneswar",5 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
21,Water Leakage,"Certified Buyer, Chennai",10 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
22,Huge noise issues.,"Certified Buyer, Hyderabad",10 months ago,1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
23,"Very bad ac, not good cooling . Even my half priced Marq AC is very good performance from this one. Totally disappointed from this deal","Certified Buyer, Talwandi Sabo","Aug, 2023",1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
24,"The worst product I have ever purchased. Cooling is worst. My room size/area is about 120 square feet but it remains hot even after more than one hour of switching on the system. Indoor unit creates noise. Now I just regret why I purchased this. I feel cheated. Please don't waste your money on its purchase.

15/05/2024
Right from the date of installation I'm facing gas leakage problem in the compressor unit. Gas is being filled today. Last year too gas was filled immediately after installati...
READ MORE","Certified Buyer, Gorakhpur","Jul, 2023",1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
25,"I completely dissatisfied with this product. Not releasing cooling as expected and it makes more noise comparing to my previous ac. My rating is 1
Don't go for this ac. Seriously dont buy this Ac its not a windfree they only given holes in ac and selling this product.","Certified Buyer, Pedana","Jun, 2023",1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
26,If you want headache then purchase this product. In two months AC problem occurred two times. Today technician visits for repair and saying we have to clean filters every week else AC will not work and sounds like Helicopter flying in your room. How the design team design this worst product. Who will have time to clear Filters every week. Kindly avoid and better go with better reliable brands,"Certified Buyer, West Godavari","Jun, 2023",1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
27,Not cooling instantly,"Certified Buyer, Barmer","Jun, 2023",1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
28,Very bad flipkart,"Certified Buyer, Katihar District","May, 2023",1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
29,"Cooling not happening even in 16 degree. Room is 100 sqft, but Samsung AC is not working as well as expected. I have raised a complaint regarding this, let's see what is happening.","Certified Buyer, Bhubaneswar","May, 2023",1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
30,Getting sound from out door unit,"Certified Buyer, Chittoor District","May, 2023",1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
31,Very poor,"Certified Buyer, Tirunelveli","Apr, 2023",1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
32,Installation team contacted after 5 days of purchase !! Worst experience from flipkart !! No way to contact samsung customer care for Installation through phone !! Tried a lot but chatting with a worthless bot!! Never recommend to buy ac from flipkart or samsung.,"Certified Buyer, Konnagar","Apr, 2023",1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
33,Cooling is not good. Energy efficiency is so high.,"Certified Buyer, Durgapur","Apr, 2023",1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
34,Don't buy worst product lots of problems just 13 days,"Certified Buyer, Chennai","Apr, 2023",1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
35,One of the worst air conditioner compresior noise is very bad,"Certified Buyer, Ratlam District","Apr, 2023",1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
36,Wast product dont buy 🤦wifi not avilble low qoulity 🤦,"Certified Buyer, Narasaraopet","Mar, 2023",1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
37,Ultimate product....,"Certified Buyer, Srikalahasti","Feb, 2023",1,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
38,As per product details it says we can track energy consumption on the smart things app but there is no option here.the whole purpose to pay extra for wifi is wasted. I have another samsung smart ac where i can monitor energy consumtion.,"Certified Buyer, Ranchi",4 months ago,2,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
39,"The outdoor unit is VERY noisy !!
Even in Quiet-mode, the Outside Unit's fan runs at full-speed, and needless to state is noisy and consume more power than necessary.


Do not buy Wind-Free Technology Samsung AC. Just buy regular normal one.","Certified Buyer, Bengaluru","Jun, 2023",2,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
40,"Too much noise from outdoor unit. Previously also I used samsung ACs , all were so silent , but sadly this one is exception . Disappointed.","Certified Buyer, Panchkula","May, 2023",2,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
41,"Leakage found on copper condenser
Heavy noise in both indoor and outdoor unit
Very disappointed 😞","Certified Buyer, Jharsuguda",7 months ago,2,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
42,"Too noisy operations. Outdoor unit has too loud sound while indoor has little less.

I have another ac from midea 4 year old, runs super smooth silently while this make a lot of sound.

Power consumption option doesn't works on Remote.
Also, remote doesn't have backlit in screen or in buttons making it hard to operate.","Certified Buyer, Lucknow","May, 2023",2,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
43,Superb baby,"Certified Buyer, Bhubaneshwar","Apr, 2023",2,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
44,Samsung wind free design good sound high,"Certified Buyer, Udangudi","Jun, 2023",3,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
45,Too noisy... Don't buy this product,"Certified Buyer, Mandsaur District",2 months ago,3,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
46,Top cooling is fine. It not provide cooling for lower floor... That's the con is see in this AC.. remaining all functions are good...,"Certified Buyer, Erode","Mar, 2023",3,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
47,Trusted band,"Certified Buyer, Hugli Chinsurah",3 months ago,3,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
48,Nice performance.,"Certified Buyer, Sirkali","Jun, 2023",3,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
49,Value for money,"Certified Buyer, Banmankhi Bazar",29 days ago,3,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
50,Good product . Pathetic service.,"Certified Buyer, Menhaniam",3 months ago,3,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
51,"Screw getting loose, poor installation it kay fall anytime who will be responsible","Certified Buyer, Pune",9 months ago,3,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
52,Nice product,"Certified Buyer, Mumbai",10 months ago,3,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
53,"After 6 month it's not colling, and making lot of noise","Certified Buyer, Kendujhar District",10 months ago,3,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
54,Good,"Certified Buyer, Meerut",11 months ago,3,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
55,Good,"Certified Buyer, Balasinor","Jun, 2023",3,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
56,Good,"Certified Buyer, South Twenty Four Parganas District","Apr, 2023",3,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
57,"This is a great AC for the price. In Bangalore my requirements are unique due to house location. More than cooling, i need some humidity control in damp months when sun is scarce. This does an amazing job of cooling super fast as well as maintaining my room at 50% relative humidity throughout the day. Very important for prevention of mold and fungus in your house. Installation was arranged quickly by Flipkart support.
Outer unit is silent as well as internal unit. Air throw is superb and eas...
READ MORE","Certified Buyer, Bengaluru","May, 2023",4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
58,"Product is nice as per the expectation but the installation from samsung is very costly and they ask more compared to other brands like Carrier,Hitachi etc.


For that reason I am deducting one star","Certified Buyer, Bhubaneswar",4 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
59,"Everything works fine. Cooling is also great
My issue is I am unable to find energy option in the smart things app which shows power consumption stats else all features working fine on smart things app. Already complaint about this to samsung support let's see what happens","Certified Buyer, Ranchi",3 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
60,"The ac is very good. But I'm very disappointed from flipkart, they write in product caption that this is wifi model but this doesn't have any wifi function. The ac looks is very good it's also very energy efficient.","Certified Buyer, Kodalia","Mar, 2023",4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
61,The product is good. But the sound is heavy.,"Certified Buyer, Hyderabad",7 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
62,Value for money my hall is around 160-180sqft it takes 30 mins in 60% energy efficiency to pleasant cool this kind of surrounding and in my hall there is big size iron item . I think that's the reason it takes some what more time to get cool and I would recommend to buy.Only thing that left is electricity bill that I'll post one more review later,"Certified Buyer, Kurnool",5 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
63,The power consumption is more as compared to other 3 star acs but overall nice,"Certified Buyer, Jajapur District",4 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
64,"please note --- Freeze wash is not available in this AC .........Ac is good ...i bought it because of windfree technology..... Design is good... Can go upto 120 % power mode..... It was only installed late ...
I will update after 1 month use
.
Update 2 months --- Ac cools good ..but make some zoom zoom noise in between operation... tingling noise","Certified Buyer, Bally","Apr, 2023",4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
65,Value for money.,"Certified Buyer, Baleshwar","May, 2023",4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
66,Samsung AC cooling is good definitely a step below LG and Panasonic.,"Certified Buyer, Chennai","Jun, 2023",4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
67,Nice,"Certified Buyer, Vijayawada","Apr, 2023",4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
68,"Very nice ac fast cooling I am happy,","Certified Buyer, Nagaon",2 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
69,"Not bad good product for Samsung A.C
Cooling efficiency good","Certified Buyer, Hyderabad",3 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
70,Good go for it,"Certified Buyer, Jagatsinghapur District",3 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
71,Good,"Certified Buyer, Chittaurgarh",3 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
72,It is very nice product worth for money,"Certified Buyer, Coimbatore",4 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
73,Good working . value for money....,"Certified Buyer, Pasur",4 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
74,Nice,"Certified Buyer, Banswara District",4 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
75,Value for money.,"Certified Buyer, Hyderabad",5 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
76,This is amazing for its price,"Certified Buyer, Thiruvananthapuram",8 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
77,Nice,"Certified Buyer, Krishna District",9 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
78,The ac looks so premium. The chilling is not like the way actually chill is. All over good.,"Certified Buyer, Kolkata",9 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
79,Product found ok....its my initial findings....,"Certified Buyer, Anugul",10 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
80,Nice 👍🏻,"Certified Buyer, Pathankot",10 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
81,Good ac,"Certified Buyer, Barpeta",10 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
82,Nice,"Certified Buyer, Sonepur",11 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
83,its work well.,"Certified Buyer, Chennai",11 months ago,4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
84,Semsang ac in good cooling and good instolasen,"Certified Buyer, Jafrabad","Aug, 2023",4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
85,Worth to buy,"Certified Buyer, Chennai","Jul, 2023",4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
86,Product is. good.,"Certified Buyer, Miryalaguda","Jun, 2023",4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
87,Good at this price,"Certified Buyer, Habra","Jun, 2023",4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
88,Nice,"Certified Buyer, Puducherry","May, 2023",4,"SAMSUNG AI Pro 1.5 Ton 5 Star Split Inverter AC with Wi-fi Connect - White  (AR18CY5YAWK|AR18CY5YAWKNNA|AR18CY5YAWKXNA, Copper Condenser)"
