,text,star,hp_data,city,transformed_date,product_num
97,Internet connectivity issue.,3,LG 80 cm HD Ready LED Smart WebOS TV,Paradeep,"Mar, 2024",32LM563BPTC
98,Good,3,LG 80 cm HD Ready LED Smart WebOS TV,Chengalpattu District,"Feb, 2024",32LM563BPTC
99,Ok,3,LG 80 cm HD Ready LED Smart WebOS TV,Ysr District,"Feb, 2024",32LM563BPTC
100,"USB port is working very slow.
It's smart in name only. It works like a normal TV.
working very slow.",3,LG 80 cm HD Ready LED Smart WebOS TV,Bhagalpur District,"Nov, 2023",32LM563BPTC
101,Product is good but installation process is not completed by LG or any technician,3,LG 80 cm HD Ready LED Smart WebOS TV,Prakasam District,"Nov, 2023",32LM563BPTC
102,Good picture quality.. but not best am not satisfied.acer qled is better then this.,3,LG 80 cm HD Ready LED Smart WebOS TV,Sahatwar,"Oct, 2023",32LM563BPTC
103,Need more options for audio output so that home theatre system can be easily setting....,3,LG 80 cm HD Ready LED Smart WebOS TV,Debagarh,"Oct, 2023",32LM563BPTC
104,Value for money,4,LG 80 cm HD Ready LED Smart WebOS TV,East Godavari District,"Oct, 2023",32LM563BPTC
105,"After 1 month research, i purchased nice tv 32 inch lg 2023 update tv, don't go to local brand extra 2000 also go to brand it's one time investment to 5vtob10 yrs but plss give lg magic remote to all AI tv",4,LG 80 cm HD Ready LED Smart WebOS TV,Bangalore,"Jan, 2024",32LM563BPTC
106,Picture quality and mode were up to the mark as per price justified except remote,4,LG 80 cm HD Ready LED Smart WebOS TV,Jalor,"Oct, 2023",32LM563BPTC
107,Tv is nice but installation process was toomuch of late,4,LG 80 cm HD Ready LED Smart WebOS TV,Sri Potti Sriramulu Nellore District,"Nov, 2023",32LM563BPTC
108,Money burget,4,LG 80 cm HD Ready LED Smart WebOS TV,Tadpatri,"Nov, 2023",32LM563BPTC
109,Very Good tv satisfied,4,LG 80 cm HD Ready LED Smart WebOS TV,Visakhapatnam,"Jun, 2024",32LM563BPTC
110,I like the tv it's is to good as compare to TV of Mi Android Smart TV the sound quality of the product is too good you can't imagine without purchase.,4,LG 80 cm HD Ready LED Smart WebOS TV,Mumbai,"Apr, 2024",32LM563BPTC
111,OK good,4,LG 80 cm HD Ready LED Smart WebOS TV,Khammam,"Feb, 2024",32LM563BPTC
112,"Compared with others brands at same features, LG little bit expensive.",4,LG 80 cm HD Ready LED Smart WebOS TV,Uttara Kannada District,"Feb, 2024",32LM563BPTC
113,Super product value for money,4,LG 80 cm HD Ready LED Smart WebOS TV,Ernakulam,"Feb, 2024",32LM563BPTC
114,Good product,4,LG 80 cm HD Ready LED Smart WebOS TV,Salur,"Jan, 2024",32LM563BPTC
115,"I brought a LG tv 32 inch, and the next day service man came and installed it. I am satisfied for this tv.Picture quality and sound quality is good, LG company is trusted brand. Thank you Flipkart for providing this good smart TV.",4,LG 80 cm HD Ready LED Smart WebOS TV,Golaghat,"Nov, 2023",32LM563BPTC
116,Nice product wonderful,4,LG 80 cm HD Ready LED Smart WebOS TV,Vellore District,"Oct, 2023",32LM563BPTC
117,Missing smart voice command remote,4,LG 80 cm HD Ready LED Smart WebOS TV,Junagadh,"Oct, 2023",32LM563BPTC
118,Good picture quality.... Delivery and installation fast thanks Flipkart,4,LG 80 cm HD Ready LED Smart WebOS TV,Bharatpur District,"Oct, 2023",32LM563BPTC
119,I like lg tv because it value for money and its performance compare to other different tv.new model 2023.I like it.,4,LG 80 cm HD Ready LED Smart WebOS TV,Patharberia,"Nov, 2023",32LM563BPTC
120,"As the device is not 4k the picture quality is okay, Sound quality is so good and I am impressed with Operating system it was so easy to understand and it's so familiar to connectivity very easy to access from mobile",4,LG 80 cm HD Ready LED Smart WebOS TV,Bengaluru,"Jun, 2024",32LM563BPTC
121,I have used this product experience was good but I was also expecting voice remote with this tv but that was not there otherwise this is Value of money go for it,4,LG 80 cm HD Ready LED Smart WebOS TV,New Delhi,"Jun, 2024",32LM563BPTC
122,Ok super,4,LG 80 cm HD Ready LED Smart WebOS TV,Chennai,"Jun, 2024",32LM563BPTC
123,All good,4,LG 80 cm HD Ready LED Smart WebOS TV,Kovvur,"Jun, 2024",32LM563BPTC
124,Picture quality is very good.,4,LG 80 cm HD Ready LED Smart WebOS TV,Raigarh,"Jun, 2024",32LM563BPTC
125,Just Awesome..,4,LG 80 cm HD Ready LED Smart WebOS TV,Hugli District,"Jun, 2024",32LM563BPTC
126,Great product..... super delivery 🚚 by Flipkart.,4,LG 80 cm HD Ready LED Smart WebOS TV,Siwan District,"May, 2024",32LM563BPTC
127,Good 👍,4,LG 80 cm HD Ready LED Smart WebOS TV,Gaura Kala,"May, 2024",32LM563BPTC
128,Absolutely good product,4,LG 80 cm HD Ready LED Smart WebOS TV,Bankura,"May, 2024",32LM563BPTC
129,Super tv in budget.,4,LG 80 cm HD Ready LED Smart WebOS TV,Dasanaickenpatti,"May, 2024",32LM563BPTC
130,Good,4,LG 80 cm HD Ready LED Smart WebOS TV,Chakia,"May, 2024",32LM563BPTC
131,Good value for money product,4,LG 80 cm HD Ready LED Smart WebOS TV,Chandigarh,"May, 2024",32LM563BPTC
132,"Sometimes the screen will not work properly..
It automatically cropped the display. so need to turn off and turn on the TV then it works properly..
Other than that, all of the specifications are good.",4,LG 80 cm HD Ready LED Smart WebOS TV,Uthiramerur,"May, 2024",32LM563BPTC
133,Nice excellent,4,LG 80 cm HD Ready LED Smart WebOS TV,Agra,"May, 2024",32LM563BPTC
134,Over all good . For midrange tv,4,LG 80 cm HD Ready LED Smart WebOS TV,Baidyabati,"Apr, 2024",32LM563BPTC
135,Good product.,4,LG 80 cm HD Ready LED Smart WebOS TV,Dakshin Rajyadharpur,"Apr, 2024",32LM563BPTC
136,Very Nice,4,LG 80 cm HD Ready LED Smart WebOS TV,New Delhi,"Apr, 2024",32LM563BPTC
